Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,51380.000000,51400.000000,50780.000000,51020.000000,32237.031250,8474250
2018-01-03,52540.000000,52560.000000,51420.000000,51620.000000,32616.140625,10013500
2018-01-04,52120.000000,52180.000000,50640.000000,51080.000000,32274.941406,11695450
2018-01-05,51300.000000,52120.000000,51200.000000,52120.000000,32932.066406,9481150
2018-01-08,52400.000000,52520.000000,51500.000000,52020.000000,32868.882813,8383650
2018-01-09,51460.000000,51720.000000,49980.000000,50400.000000,31845.283203,18013600
2018-01-10,50500.000000,50520.000000,48640.000000,48840.000000,30859.595703,18566800
2018-01-11,48200.000000,49260.000000,48020.000000,48240.000000,30480.486328,25123800
2018-01-12,48240.000000,48480.000000,46760.000000,48200.000000,30455.212891,27270450
2018-01-15,48800.000000,48980.000000,47920.000000,48540.000000,30670.041016,10096000
2018-01-16,48760.000000,50140.000000,48620.000000,50000.000000,31592.542969,20389650
2018-01-17,50020.000000,50020.000000,49060.000000,49620.000000,31352.439453,11053050
2018-01-18,50020.000000,50640.000000,49820.000000,49900.000000,31529.359375,14848850
2018-01-19,50380.000000,50380.000000,49040.000000,49320.000000,31162.884766,9219950
2018-01-22,48640.000000,48680.000000,47960.000000,48240.000000,30480.486328,12520900
2018-01-23,48660.000000,49160.000000,48300.000000,49160.000000,31061.787109,13532700
2018-01-24,48860.000000,49700.000000,48560.000000,49340.000000,31175.521484,9550500
2018-01-25,49220.000000,50360.000000,49160.000000,50260.000000,31756.824219,11160350
2018-01-26,50500.000000,50780.000000,49840.000000,50780.000000,32085.384766,10350100
2018-01-29,51200.000000,51480.000000,50900.000000,51220.000000,32363.400391,11838800
2018-01-30,50440.000000,50640.000000,49780.000000,49800.000000,31466.173828,12284550
2018-01-31,50020.000000,54140.000000,49600.000000,49900.000000,31529.359375,64681300
2018-02-01,50620.000000,50960.000000,49720.000000,49820.000000,31478.810547,27609450
2018-02-02,49380.000000,49400.000000,47700.000000,47700.000000,30139.285156,29260350
2018-02-05,46500.000000,48320.000000,46000.000000,47920.000000,30278.292969,28357900
2018-02-06,46600.000000,47920.000000,46580.000000,47420.000000,29962.369141,19406450
2018-02-07,48240.000000,48260.000000,45800.000000,45800.000000,28938.767578,23448050
2018-02-08,46120.000000,46620.000000,45980.000000,46000.000000,29065.138672,23251050
2018-02-09,44440.000000,45180.000000,44420.000000,44700.000000,28243.732422,17465000
2018-02-12,45100.000000,46320.000000,45040.000000,45720.000000,28888.222656,15754950
2018-02-13,46200.000000,48060.000000,46200.000000,47540.000000,30038.189453,18923250
2018-02-14,48080.000000,49100.000000,47940.000000,49000.000000,30960.693359,18905900
2018-02-19,49800.000000,49800.000000,47860.000000,48380.000000,30568.943359,15353450
2018-02-20,48040.000000,48160.000000,47220.000000,47400.000000,29949.728516,10122600
2018-02-21,47280.000000,47580.000000,46840.000000,47280.000000,29873.908203,12880200
2018-02-22,47260.000000,47260.000000,46760.000000,46760.000000,29545.345703,8869950
2018-02-23,46760.000000,47800.000000,46760.000000,47220.000000,29835.998047,12423300
2018-02-26,47280.000000,47560.000000,47080.000000,47380.000000,29937.091797,9560650
2018-02-27,48360.000000,48380.000000,47380.000000,47380.000000,29937.091797,9830550
2018-02-28,47380.000000,48100.000000,47000.000000,47060.000000,29734.900391,15162350
2018-03-02,46580.000000,46800.000000,46000.000000,46020.000000,29077.777344,13265500
2018-03-05,45820.000000,46160.000000,45080.000000,45200.000000,28559.658203,14100950
2018-03-06,45920.000000,47100.000000,45820.000000,47020.000000,29709.628906,15423350
2018-03-07,48200.000000,48900.000000,47220.000000,48620.000000,30720.589844,21427050
2018-03-08,49200.000000,49480.000000,48080.000000,49200.000000,31087.062500,19463650
2018-03-09,49440.000000,50540.000000,49240.000000,49740.000000,31428.261719,14304400
2018-03-12,50560.000000,50780.000000,49580.000000,49740.000000,31428.261719,8688950
2018-03-13,50760.000000,51660.000000,50360.000000,51660.000000,32641.414063,20098700
2018-03-14,51020.000000,52000.000000,51000.000000,51760.000000,32704.599609,12713250
2018-03-15,52000.000000,52020.000000,51020.000000,51540.000000,32565.593750,8882450
2018-03-16,51220.000000,51420.000000,50240.000000,51140.000000,32312.853516,12184900
2018-03-19,50620.000000,51340.000000,50440.000000,50740.000000,32060.113281,8218850
2018-03-20,50700.000000,51200.000000,50100.000000,51200.000000,32350.765625,8193250
2018-03-21,51780.000000,51780.000000,51060.000000,51060.000000,32262.304688,8905200
2018-03-22,51060.000000,51780.000000,51040.000000,51780.000000,32717.236328,8454100
2018-03-23,50340.000000,50720.000000,49600.000000,49720.000000,31415.625000,14854950
2018-03-26,49420.000000,50280.000000,49040.000000,50280.000000,31769.460938,10057750
2018-03-27,50320.000000,50460.000000,49080.000000,49980.000000,31579.904297,11874000
2018-03-28,49100.000000,49100.000000,48340.000000,48700.000000,30771.138672,15159450
2018-03-29,48700.000000,49560.000000,48320.000000,49040.000000,48677.953125,10067000
2018-03-30,49080.000000,49900.000000,49080.000000,49220.000000,48856.625000,7777100
2018-04-02,49000.000000,49220.000000,48500.000000,48540.000000,48181.644531,7115650
2018-04-03,47880.000000,48140.000000,47280.000000,48120.000000,47764.746094,12768250
2018-04-04,48160.000000,48260.000000,46920.000000,46920.000000,46573.605469,12384200
2018-04-05,47400.000000,49380.000000,47340.000000,48740.000000,48380.167969,13245600
2018-04-06,48000.000000,48580.000000,47400.000000,48400.000000,48042.679688,12532700
2018-04-09,48260.000000,49440.000000,48200.000000,49200.000000,48836.773438,9950400
2018-04-10,48540.000000,49220.000000,48040.000000,48880.000000,48519.132813,10984350
2018-04-11,49900.000000,49900.000000,48600.000000,48860.000000,48499.281250,10051100
2018-04-12,49440.000000,49440.000000,48880.000000,49000.000000,48638.250000,12466250
2018-04-13,49600.000000,50180.000000,49400.000000,49800.000000,49432.343750,10278300
2018-04-16,50320.000000,50600.000000,49860.000000,50340.000000,49968.355469,7877450
2018-04-17,50240.000000,50540.000000,49820.000000,49980.000000,49611.011719,7772000
2018-04-18,51000.000000,51360.000000,50580.000000,51360.000000,50980.824219,13462600
2018-04-19,52000.000000,52980.000000,51540.000000,52780.000000,52390.339844,17190550
2018-04-20,51800.000000,52260.000000,51420.000000,51620.000000,51238.906250,11761000
2018-04-23,51000.000000,52080.000000,51000.000000,51900.000000,51516.839844,11619000
2018-04-24,51840.000000,51860.000000,50080.000000,50460.000000,50087.468750,15770300
2018-04-25,49220.000000,50500.000000,49220.000000,50400.000000,50027.914063,16614600
2018-04-26,50420.000000,52160.000000,50400.000000,52140.000000,51755.066406,18046550
2018-04-27,53380.000000,53640.000000,52440.000000,53000.000000,52608.718750,30310800
2018-04-30,53000.000000,53000.000000,53000.000000,53000.000000,52608.718750,0
2018-05-02,53000.000000,53000.000000,53000.000000,53000.000000,52608.718750,0
2018-05-03,53000.000000,53000.000000,53000.000000,53000.000000,52608.718750,0
2018-05-04,53000.000000,53900.000000,51800.000000,51900.000000,51516.839844,39565391
2018-05-08,52600.000000,53200.000000,51900.000000,52600.000000,52211.671875,23104720
2018-05-09,52600.000000,52800.000000,50900.000000,50900.000000,50524.222656,16128305
2018-05-10,51700.000000,51700.000000,50600.000000,51600.000000,51219.054688,13905263
2018-05-11,52000.000000,52200.000000,51200.000000,51300.000000,50921.269531,10314997
2018-05-14,51000.000000,51100.000000,49900.000000,50100.000000,49730.128906,14909272
2018-05-15,50200.000000,50400.000000,49100.000000,49200.000000,48836.773438,18709146
2018-05-16,49200.000000,50200.000000,49150.000000,49850.000000,49481.972656,15918683
2018-05-17,50300.000000,50500.000000,49400.000000,49400.000000,49035.296875,10365440
2018-05-18,49900.000000,49900.000000,49350.000000,49500.000000,49134.558594,6706570
2018-05-21,49650.000000,50200.000000,49100.000000,50000.000000,49630.867188,9020998
2018-05-23,50600.000000,52000.000000,50400.000000,51800.000000,51417.578125,17095490
2018-05-24,52000.000000,52000.000000,51100.000000,51400.000000,51020.531250,8289275
2018-05-25,51000.000000,52800.000000,50800.000000,52700.000000,52310.933594,15207266
2018-05-28,52500.000000,53000.000000,52000.000000,52300.000000,51913.886719,9787820
2018-05-29,52200.000000,52500.000000,51300.000000,51300.000000,50921.269531,8480437
2018-05-30,51300.000000,51500.000000,49100.000000,49500.000000,49134.558594,20498098
2018-05-31,50400.000000,50800.000000,49850.000000,50700.000000,50325.699219,63491109
2018-06-01,50500.000000,51700.000000,49950.000000,51300.000000,50921.269531,13038499
2018-06-04,50800.000000,51200.000000,50700.000000,51100.000000,50722.746094,9767171
2018-06-05,51100.000000,51400.000000,50400.000000,51300.000000,50921.269531,9144100
2018-06-07,51800.000000,51800.000000,50500.000000,50600.000000,50226.437500,13590016
2018-06-08,50200.000000,50400.000000,49600.000000,49650.000000,49283.449219,16951706
2018-06-11,49750.000000,50300.000000,49350.000000,49900.000000,49531.605469,10571312
2018-06-12,49700.000000,49800.000000,49250.000000,49400.000000,49035.296875,12110569
2018-06-14,49000.000000,49000.000000,48200.000000,48200.000000,47844.156250,20971729
2018-06-15,48500.000000,48700.000000,47650.000000,47650.000000,47298.214844,17080892
2018-06-18,47600.000000,47650.000000,46200.000000,46600.000000,46255.964844,16661870
2018-06-19,47200.000000,47350.000000,46500.000000,47000.000000,46653.011719,15217971
2018-06-20,47450.000000,47600.000000,46850.000000,47000.000000,46653.011719,12959316
2018-06-21,47900.000000,47900.000000,47050.000000,47050.000000,46702.644531,10015541
2018-06-22,47000.000000,47250.000000,46200.000000,47250.000000,46901.167969,10298006
2018-06-25,47050.000000,47050.000000,46150.000000,46650.000000,46305.597656,10587711
2018-06-26,45900.000000,47300.000000,45900.000000,47000.000000,46653.011719,11223166
2018-06-27,47450.000000,48500.000000,47000.000000,47950.000000,47596.000000,15274752
2018-06-28,46850.000000,47150.000000,46600.000000,46800.000000,46800.000000,12784800
2018-06-29,46250.000000,47150.000000,46200.000000,46650.000000,46650.000000,14099635
2018-07-02,46500.000000,47150.000000,45500.000000,45550.000000,45550.000000,13112253
2018-07-03,45750.000000,46450.000000,45750.000000,46150.000000,46150.000000,10959655
2018-07-04,46700.000000,47050.000000,46050.000000,46250.000000,46250.000000,8776763
